state,party,position,candidate_name,handle
New York,Independents,U.S. House,Amit Lal,lalforcongress
New York,Independents,U.S. House,"Daniel Ross (U.S. House, New York)",DCR2o2o
New York,Independents,U.S. House,Jeanne Nigro,jeannenigro
New York,Independents,U.S. House,Philip MacRuari,macruari
New York,Independents,U.S. House,Scott Smith (New York),MrSmithCongress
North Carolina,Democratic,U.S. Senate,Atul Goel,AtulGoelRaleigh
North Carolina,Democratic,U.S. Senate,Cal Cunningham,calfornc
North Carolina,Democratic,U.S. Senate,Erica Smith,EricaforUSSen20
North Carolina,Democratic,U.S. Senate,Eva Lee,EvaLee4NC
North Carolina,Democratic,U.S. Senate,Katherine Bell-Moore,mbsk41
North Carolina,Democratic,U.S. Senate,Trevor Fuller,fullerfornc
North Carolina,Democratic,U.S. Senate,Trevor Fuller,TrevorMFuller
North Carolina,Republican,U.S. Senate,Garland Tucker III,tucker4ussenate
North Carolina,Republican,U.S. Senate,Larry Holmquist,LarryForNC
North Carolina,Republican,U.S. Senate,Sharon Hudson,ElectSharonHuds
North Carolina,Republican,U.S. Senate,Thom Tillis (North Carolina),SenThomTillis
North Carolina,Republican,U.S. Senate,Thom Tillis (North Carolina),ThomTillis
North Carolina,Other parties,U.S. Senate,Shannon Bray,ShannonBrayNC
North Carolina,Other parties,U.S. Senate,Shannon Bray,noidentity29
North Carolina,Democratic,U.S. House,Alma Adams,RepAdams
North Carolina,Democratic,U.S. House,Alma Adams,AlmaforCongress
North Carolina,Democratic,U.S. House,Andrew Terrell,AndyTerrellNC
North Carolina,Democratic,U.S. House,Angela Flynn,AFlynnforNC
North Carolina,Democratic,U.S. House,Christopher Ward (North Carolina),WardCongress
North Carolina,Democratic,U.S. House,Clayton Brooks III,ClaytonWBrooks
North Carolina,Democratic,U.S. House,Curtis Sobie,sobie2020
North Carolina,Democratic,U.S. House,Cynthia Wallace,WallaceCongress
North Carolina,Democratic,U.S. House,Daniel Ulysses Lockwood,lockwood4nc
North Carolina,Democratic,U.S. House,David Price,RepDavidEPrice
North Carolina,Democratic,U.S. House,David Wilson Brown,DWB4Congress
North Carolina,Democratic,U.S. House,David Wilson Brown,davidwbrown
North Carolina,Democratic,U.S. House,Deandre Carter,DeAndreCarterNC
North Carolina,Democratic,U.S. House,Deborah Ross,deborahrossNC
North Carolina,Democratic,U.S. House,Derwin Montgomery,JustDerwin
North Carolina,Democratic,U.S. House,"Edward Hanes, Jr.",edhanes4nc
North Carolina,Democratic,U.S. House,Fernando Cano Jr.,Cano4NC
North Carolina,Democratic,U.S. House,G.K. Butterfield,GKButterfield
North Carolina,Democratic,U.S. House,Gina Collias,Collias4NC11
North Carolina,Democratic,U.S. House,Harry Southerland,harrysoutherlan
North Carolina,Democratic,U.S. House,Jason Butler,jasonpbutler
North Carolina,Democratic,U.S. House,Jeanne Supin,JeanneSupin
North Carolina,Democratic,U.S. House,Kathy Manning,KathyManningNC
North Carolina,Democratic,U.S. House,Keith Cradle,keithcradlephd
North Carolina,Democratic,U.S. House,Mark Judson,Judson4Congress
North Carolina,Democratic,U.S. House,Michael O'Shea (North Carolina),oshea4congress
North Carolina,Democratic,U.S. House,Monika Johnson-Hostler,monika4congress
North Carolina,Democratic,U.S. House,Monika Johnson-Hostler,MJH1908
North Carolina,Democratic,U.S. House,"Morris ""Moe"" Davis",MoeNc11
North Carolina,Democratic,U.S. House,"Morris ""Moe"" Davis",ColMorrisDavis
North Carolina,Democratic,U.S. House,Patricia Timmons-Goodson,TimmonsGoodson
North Carolina,Democratic,U.S. House,Phillip Price,Price4WNC
North Carolina,Democratic,U.S. House,Rhonda Foxx,rhonnief
North Carolina,Democratic,U.S. House,Scott Cooper (North Carolina),cooperfornc
North Carolina,Democratic,U.S. House,Scott Huffman,HuffmanForNC
North Carolina,Democratic,U.S. House,Steve Woodsmall,SteveWoodsmall
North Carolina,Democratic,U.S. House,Steve Woodsmall,swoodsmall
North Carolina,Republican,U.S. House,Alan Swain,swain4congress
North Carolina,Republican,U.S. House,Chuck Archerd,ChuckArcherdNC
North Carolina,Republican,U.S. House,Dan Bishop,RepDanBishop
North Carolina,Republican,U.S. House,Dan Bishop,jdanbishop
North Carolina,Republican,U.S. House,David Rouzer,RepDavidRouzer
North Carolina,Republican,U.S. House,David Rouzer,DavidRouzer
North Carolina,Republican,U.S. House,Debesh Sarkar,SarkarforCD4
North Carolina,Republican,U.S. House,Ethan Baca,ethanpbaca1
North Carolina,Republican,U.S. House,Gregory Murphy,RepGregMurphy
North Carolina,Republican,U.S. House,Gregory Murphy,GregMurphyMD
North Carolina,Republican,U.S. House,Jeff Gregory,JeffGre09936619
North Carolina,Republican,U.S. House,Joseph Haywood,1Haywood
North Carolina,Republican,U.S. House,Joseph Osborne,JoeyOsborneNC11
North Carolina,Republican,U.S. House,Lynda Bennett,LyndaBennettNC
North Carolina,Republican,U.S. House,Lynda Bennett,LyndaBennett
North Carolina,Republican,U.S. House,Madison Cawthorn,CawthornforNC
North Carolina,Republican,U.S. House,Mark Meadows (North Carolina),RepMarkMeadows
North Carolina,Republican,U.S. House,Mark Meadows (North Carolina),TeamMeadows
North Carolina,Republican,U.S. House,Mark Meadows (North Carolina),MarkMeadows
North Carolina,Republican,U.S. House,Michele Nix,MicheleNixNC
North Carolina,Republican,U.S. House,Nasir Shaikh,nasirshaikhshow
North Carolina,Republican,U.S. House,Patrick McHenry,PatrickMcHenry
North Carolina,Republican,U.S. House,Patrick McHenry,McHenryCampaign
North Carolina,Republican,U.S. House,Pete D'Abrosca,pdabrosca
North Carolina,Republican,U.S. House,Ralf Walters,R_Walters4NC10
North Carolina,Republican,U.S. House,Ralf Walters,RalfWalters
North Carolina,Republican,U.S. House,Raymond Gerber,NC_RayGerber
North Carolina,Republican,U.S. House,Richard Hudson,RepRichHudson
North Carolina,Republican,U.S. House,Richard Hudson,RichHudson
North Carolina,Republican,U.S. House,Robert Pittenger,RobertPittenger
North Carolina,Republican,U.S. House,Sandy Smith (North Carolina),SandySmithNC
North Carolina,Republican,U.S. House,Steve Von Loor,steveavonloor
North Carolina,Republican,U.S. House,Stevie Rivenbark,stevierivenbark
North Carolina,Republican,U.S. House,Ted Budd,RepTedBudd
North Carolina,Republican,U.S. House,Ted Budd,buddforcongress
North Carolina,Republican,U.S. House,Virginia Foxx,virginiafoxx
North Carolina,Republican,U.S. House,Virginia Foxx,foxxforcongress
North Carolina,Republican,U.S. House,Wayne King (North Carolina),TheWayneKing
North Carolina,Other parties,U.S. House,Jeff Matemu,JeffNc2
North Carolina,Other parties,U.S. House,Tamara Zwinak,zwinak2020
North Carolina,Independents,U.S. House,Jennyfer Bucardo,jenforcongress
North Dakota,Democratic,U.S. House,Zach Raknerud,ZachforND
North Dakota,Republican,U.S. House,Kelly Armstrong,RepArmstrongND
North Dakota,Republican,U.S. House,Kelly Armstrong,Armstrong_ND
North Dakota,Republican,U.S. House,Kelly Armstrong,armstrong_km
Ohio,Democratic,U.S. House,Aaron Godfrey,GodfreyForOH16
Ohio,Democratic,U.S. House,Alaina Shearer,VoteAlaina2020
Ohio,Democratic,U.S. House,Alaina Shearer,alainashearer
Ohio,Democratic,U.S. House,Daniel Kilgore,KilgoreOH15
Ohio,Democratic,U.S. House,Desiree Tims,TimsDesiree
Ohio,Democratic,U.S. House,Eric Moyer,EsotericMoyer
Ohio,Democratic,U.S. House,Hillary O'Connor Mueri,HillaryMueri
Ohio,Democratic,U.S. House,Jaime Castle,jaimecastleOH
Ohio,Democratic,U.S. House,James Jerome Bell,MrJamesJeromeB2
Ohio,Democratic,U.S. House,Jeffrey Sites,Sites4Congress
Ohio,Democratic,U.S. House,Jeffrey Sites,jeffreysites
Ohio,Democratic,U.S. House,Jennifer Bell,jennybell2020
Ohio,Democratic,U.S. House,Joel Newby,NewbyOH15
Ohio,Democratic,U.S. House,Joel Newby,joelbnewbyiii
Ohio,Democratic,U.S. House,Joyce Beatty,RepBeatty
Ohio,Democratic,U.S. House,Joyce Beatty,JoyceBeatty
Ohio,Democratic,U.S. House,Kate Schroder,KateForCongress
Ohio,Democratic,U.S. House,Kate Schroder,kate_schroder
Ohio,Democratic,U.S. House,Marcia Fudge,RepMarciaFudge
Ohio,Democratic,U.S. House,Marcia Fudge,mlfudge
Ohio,Democratic,U.S. House,Marcy Kaptur,RepMarcyKaptur
Ohio,Democratic,U.S. House,Marcy Kaptur,marcy_kaptur
Ohio,Democratic,U.S. House,Matthew Guyette,GuyetteOH8
Ohio,Democratic,U.S. House,Matthew Guyette,Plutocycle
Ohio,Democratic,U.S. House,Michael Hood (Ohio congressional candidate),NewSpirit2020
Ohio,Democratic,U.S. House,Mike Larsen,MikeLarsenOH
Ohio,Democratic,U.S. House,Morgan Harper,mh4oh
Ohio,Democratic,U.S. House,Nick Rubando,NickRubando
Ohio,Democratic,U.S. House,Nikki Foster,NikkiFosterOH
Ohio,Democratic,U.S. House,Quentin Potter,QuentinforOh7
Ohio,Democratic,U.S. House,Ronald Karpus,karpusoh16
Ohio,Democratic,U.S. House,Shannon Freshour,ShannonFreshour
Ohio,Democratic,U.S. House,Shawna Roberts,RobertsOhioD6
Ohio,Democratic,U.S. House,Tariq Shabazz,tariq_shabazz_
Ohio,Democratic,U.S. House,Tim Ryan (Ohio),RepTimRyan
Ohio,Democratic,U.S. House,Tim Ryan (Ohio),timryan
Ohio,Democratic,U.S. House,Vanessa Enoch,DrVEnoch
Ohio,Democratic,U.S. House,Xavier Carrigan,MXavierCarrigan
Ohio,Republican,U.S. House,Anthony Gonzalez,RepAGonzalez
Ohio,Republican,U.S. House,Anthony Gonzalez,anthonygonzalez
Ohio,Republican,U.S. House,Bill Johnson (Ohio),RepBillJohnson
Ohio,Republican,U.S. House,Bill Johnson (Ohio),JohnsonLeads
Ohio,Republican,U.S. House,Bob Gibbs,repbobgibbs
Ohio,Republican,U.S. House,Bob Gibbs,Bob_Gibbs
Ohio,Republican,U.S. House,Bob Latta,boblatta
Ohio,Republican,U.S. House,Bob Latta,latta4congress
Ohio,Republican,U.S. House,Brad Wenstrup,RepBradWenstrup
Ohio,Republican,U.S. House,Brad Wenstrup,BradWenstrup
Ohio,Republican,U.S. House,Christina Hagan,RepHagan
Ohio,Republican,U.S. House,Cleophus Dulaney,KDSFurnishings
Ohio,Republican,U.S. House,David Joyce,RepDaveJoyce
Ohio,Republican,U.S. House,David Joyce,DaveJoyceOH14
Ohio,Republican,U.S. House,Duane Hennen,drdhennen
Ohio,Republican,U.S. House,Jim Jordan (Ohio),Jim_Jordan
Ohio,Republican,U.S. House,Jonah Schulz,JonahSchulzOH
Ohio,Republican,U.S. House,Jonah Schulz,schulzyyy8
Ohio,Republican,U.S. House,Kenneth Morgan (Ohio),kennethfmorgan
Ohio,Republican,U.S. House,Laverne Gore,gorelaverne
Ohio,Republican,U.S. House,Lou Lyras,lyrascongress
Ohio,Republican,U.S. House,Mark Richardson (Ohio),RichardsonOH3
Ohio,Republican,U.S. House,Michael Turner (Ohio),RepMikeTurner
Ohio,Republican,U.S. House,Michael Turner (Ohio),MikeTurnerOH
Ohio,Republican,U.S. House,Rob Weber,westpointweber
Ohio,Republican,U.S. House,Robert Santos,RJS4Ohio
Ohio,Republican,U.S. House,Shalira Taylor,st4oh
Ohio,Republican,U.S. House,Shelby Hunt,HuntForCongress
Ohio,Republican,U.S. House,Steve Chabot,repstevechabot
Ohio,Republican,U.S. House,Steve Chabot,SteveChabot
Ohio,Republican,U.S. House,Steve Stivers,RepSteveStivers
Ohio,Republican,U.S. House,Steve Stivers,stevestivers
Ohio,Republican,U.S. House,Troy Balderson,RepBalderson
Ohio,Republican,U.S. House,Troy Balderson,Troy_Balderson
Ohio,Republican,U.S. House,Warren Davidson,warrendavidson
Ohio,Republican,U.S. House,Warren Davidson,Vote_Davidson
Ohio,Independents,U.S. House,Chris Gibbs,ChrisRGibbs
Oklahoma,Democratic,U.S. Senate,Abby Broyles,abbybroyles
Oklahoma,Democratic,U.S. Senate,Elysabeth Britt,ElysabethBritt
Oklahoma,Republican,U.S. Senate,JJ Stitt,JjStitt
Oklahoma,Republican,U.S. Senate,Jim Inhofe,JimInhofe
Oklahoma,Republican,U.S. Senate,Jim Inhofe,inhofeforsenate
Oklahoma,Republican,U.S. Senate,Neil Mavis,TopBusinessWifi
Oklahoma,Independents,U.S. Senate,April Nesbit,nesbit_ok
Oklahoma,Independents,U.S. Senate,Joan Farr,joanefarr
Oklahoma,Democratic,U.S. House,Danyell Lanier,danyell_lanier
Oklahoma,Democratic,U.S. House,David Slemmons,SlemmonsForOK
Oklahoma,Democratic,U.S. House,Kendra Horn,RepKendraHorn
Oklahoma,Democratic,U.S. House,Kendra Horn,HornForCongress
Oklahoma,Democratic,U.S. House,Kojo Asamoa-Caesar,kojoforcongress
Oklahoma,Democratic,U.S. House,Mary Brannon,ElectBrannon
Oklahoma,Democratic,U.S. House,Tom Guild,guild4congress
Oklahoma,Democratic,U.S. House,Wyndi Brown-Fietkau,wyndibrown
Oklahoma,Democratic,U.S. House,Zoe Ann Midyett,ZoeCongress2020
Oklahoma,Republican,U.S. House,Dan Belcher,danthemancongr1
Oklahoma,Republican,U.S. House,David Hill (Oklahoma),DavidHillOK
Oklahoma,Republican,U.S. House,Frank Lucas,RepFrankLucas
Oklahoma,Republican,U.S. House,Frank Lucas,FrankDLucas
Oklahoma,Republican,U.S. House,Jake Merrick,jakeamerrick
Oklahoma,Republican,U.S. House,James Taylor (Oklahoma),Taylor4Oklahoma
Oklahoma,Republican,U.S. House,Janet Barresi,JanetBarresiOK
Oklahoma,Republican,U.S. House,Kevin Hern,repkevinhern
Oklahoma,Republican,U.S. House,Kevin Hern,krhern
Oklahoma,Republican,U.S. House,Markwayne Mullin,RepMullin
Oklahoma,Republican,U.S. House,Markwayne Mullin,MarkwayneMullin
Oklahoma,Republican,U.S. House,Merideth VanSant,MeridethVansant
Oklahoma,Republican,U.S. House,Michael Ballard,ballard_for
Oklahoma,Republican,U.S. House,Miles Rahimi,miles4ok5
Oklahoma,Republican,U.S. House,Shelli Landon,CongressLandon
Oklahoma,Republican,U.S. House,Stephanie Bice,stephaniebice
Oklahoma,Republican,U.S. House,Terry Neese,NeeseForOK5
Oklahoma,Republican,U.S. House,Terry Neese,TerryNeese1
Oklahoma,Republican,U.S. House,Tom Cole (Oklahoma),TomColeOK04
Oklahoma,Republican,U.S. House,Trevor Sipes,Sipes4Congress
Oklahoma,Other parties,U.S. House,Richard Castaldo,richiecastaldo
Oklahoma,Independents,U.S. House,Stephen Wright (Oklahoma),WrightDistrict3
Oregon,Democratic,U.S. Senate,Jeff Merkley,SenJeffMerkley
Oregon,Democratic,U.S. Senate,Jeff Merkley,JeffMerkley
Oregon,Republican,U.S. Senate,Jo Rae Perkins,PerkinsForUSSen
Oregon,Republican,U.S. Senate,Paul Romero,PJR4Senate
Oregon,Republican,U.S. Senate,Paul Romero,realPauljRomero
Oregon,Other parties,U.S. Senate,Ibrahim Taher,Ibra_Taher
Oregon,Democratic,U.S. House,Albert Lee (Oregon),albertlee2020
Oregon,Democratic,U.S. House,Alex Spenser,spenser2020
Oregon,Democratic,U.S. House,Amanda Siebe,SiebeforORD1
Oregon,Democratic,U.S. House,Blair Reynolds,reynoldsforus
Oregon,Democratic,U.S. House,Chris Vaughn (Oregon),vaughnfororegon
Oregon,Democratic,U.S. House,Dane Wilcox,GoForDW
Oregon,Democratic,U.S. House,Doyle Canning,Canning4Oregon
Oregon,Democratic,U.S. House,Doyle Canning,doylecanning
Oregon,Democratic,U.S. House,Earl Blumenauer,repblumenauer
Oregon,Democratic,U.S. House,Heidi Briones,HeidiBriones
Oregon,Democratic,U.S. House,Jack Howard (Oregon),JackDHoward
Oregon,Democratic,U.S. House,John Holm,JohnHolm4ORD2
Oregon,Democratic,U.S. House,Kurt Schrader,repschrader
Oregon,Democratic,U.S. House,Kurt Schrader,VoteSchrader
Oregon,Democratic,U.S. House,Mark Gamba,mark_gamba
Oregon,Democratic,U.S. House,Nick Heuertz,NikforCongress
Oregon,Democratic,U.S. House,Peter DeFazio,RepPeterDeFazio
Oregon,Democratic,U.S. House,Peter DeFazio,defazio4oregon
Oregon,Democratic,U.S. House,Raz Mason,RazMason
Oregon,Democratic,U.S. House,Ricky Barajas,BarajasCampaign
Oregon,Democratic,U.S. House,Suzanne Bonamici,repbonamici
Oregon,Republican,U.S. House,Alek Skarlatos,alekskarlatos
Oregon,Republican,U.S. House,Amy Ryan Courser,AmyforOregon
Oregon,Republican,U.S. House,Amy Ryan Courser,BBGoddess13
Oregon,Republican,U.S. House,Angela Roman,RomanForOregon
Oregon,Republican,U.S. House,Art Robinson,artforcongress
Oregon,Republican,U.S. House,Cliff Bentz,SenatorBentz
Oregon,Republican,U.S. House,Cliff Bentz,CliffBentz
Oregon,Republican,U.S. House,David Campbell (Oregon),campbell4congr1
Oregon,Republican,U.S. House,Frank Hecker,hecker4congress
Oregon,Republican,U.S. House,Jason Atkinson,JasonAAtkinson
Oregon,Republican,U.S. House,Jimmy Crumpacker,VoteCrumpacker
Oregon,Republican,U.S. House,Joanna Harbour,joanna4oregon
Oregon,Republican,U.S. House,Joey Nations,joey_nations
Oregon,Republican,U.S. House,Justin Livingston,living4congress
Oregon,Republican,U.S. House,Justin Livingston,LivingstonREGRP
Oregon,Republican,U.S. House,Kenneth Medenbach,fixitguy31
Oregon,Republican,U.S. House,Knute Buehler,KnuteBuehler
Oregon,Republican,U.S. House,Mark Roberts (Oregon),ORMarkRoberts
Oregon,Republican,U.S. House,Nelson Ijih,NelsonIjih
Oregon,Republican,U.S. House,Tom Harrison (Oregon),TomHarrison4OR3
Oregon,Other parties,U.S. House,Alex DiBlasi,DiBlasi4Oregon
Oregon,Other parties,U.S. House,Edward Baker,CongressEd
Pennsylvania,Democratic,U.S. House,Brendan Boyle,CongBoyle
Pennsylvania,Democratic,U.S. House,Brendan Boyle,RepBrendanBoyle
Pennsylvania,Democratic,U.S. House,Chrissy Houlahan,rephoulahan
Pennsylvania,Democratic,U.S. House,Chrissy Houlahan,houlahanforpa
Pennsylvania,Democratic,U.S. House,Christina Finello,FinelloForPA
Pennsylvania,Democratic,U.S. House,Conor Lamb,RepConorLamb
Pennsylvania,Democratic,U.S. House,Conor Lamb,conorlambpa
Pennsylvania,Democratic,U.S. House,Debbie Wachspress,votewachspress
Pennsylvania,Democratic,U.S. House,Dwight Evans,RepDwightEvans
Pennsylvania,Democratic,U.S. House,Dwight Evans,DwightEvansPA
Pennsylvania,Democratic,U.S. House,Edward DeSantis,Edward_Pa16
Pennsylvania,Democratic,U.S. House,Eugene DePasquale,DePasqualePA
Pennsylvania,Democratic,U.S. House,Gary Wegman,DrGaryWegman
Pennsylvania,Democratic,U.S. House,Jerry Dickinson,Dickinson2020
Pennsylvania,Democratic,U.S. House,Joanne Mantilla,jojoforcongress
Pennsylvania,Democratic,U.S. House,Judi Reiss,JudiforCongress
Pennsylvania,Democratic,U.S. House,Kristy Gnibus,kristy4congress
Pennsylvania,Democratic,U.S. House,Kristy Gnibus,BeyondKristy
Pennsylvania,Democratic,U.S. House,Laura Quick,electlauraquick
Pennsylvania,Democratic,U.S. House,Louis Lanni,vote4lanni
Pennsylvania,Democratic,U.S. House,Luisa Sonnek,Sonnekcongress
Pennsylvania,Democratic,U.S. House,Madeleine Dean,RepDean
Pennsylvania,Democratic,U.S. House,Madeleine Dean,MadeleineDean
Pennsylvania,Democratic,U.S. House,Mary Gay Scanlon,repmgs
Pennsylvania,Democratic,U.S. House,Mary Gay Scanlon,marygayscanlon
Pennsylvania,Democratic,U.S. House,Matt Cartwright,RepCartwright
Pennsylvania,Democratic,U.S. House,Matt Cartwright,cartwrightpa
Pennsylvania,Democratic,U.S. House,Michael Doyle (Pennsylvania Congress),USRepMikeDoyle
Pennsylvania,Democratic,U.S. House,Michael Doyle (Pennsylvania Congress),rep_doyle
Pennsylvania,Democratic,U.S. House,Mike Marsicano,MarsicanoPA8
Pennsylvania,Democratic,U.S. House,Paul Daigle,PaulforPA11
Pennsylvania,Democratic,U.S. House,Robert M. Williams (Pennsylvania congressional candidate),williamsfor15
Pennsylvania,Democratic,U.S. House,Salem Snow,Salem4Congress
Pennsylvania,Democratic,U.S. House,Sarah Hammond,sarahforus
Pennsylvania,Democratic,U.S. House,Skylar Hurwitz,skylar4congress
Pennsylvania,Democratic,U.S. House,Skylar Hurwitz,CryptoDemetrius
Pennsylvania,Democratic,U.S. House,Susan Wild,RepSusanWild
Pennsylvania,Democratic,U.S. House,Susan Wild,wildforcongress
Pennsylvania,Democratic,U.S. House,Todd Rowley,ToddRowleyPA13
Pennsylvania,Democratic,U.S. House,Tom Brier,Brier4Congress
Pennsylvania,Democratic,U.S. House,William Marx,BillforPA14
Pennsylvania,Republican,U.S. House,Andrew Meehan,MeehanCampaign
Pennsylvania,Republican,U.S. House,Bobby Jeffries,BobbyJeffriesPA
Pennsylvania,Republican,U.S. House,Brian Fitzpatrick,repbrianfitz
Pennsylvania,Republican,U.S. House,Brian Fitzpatrick,BrianFitzUSA
Pennsylvania,Republican,U.S. House,Brian Thomsen,ThomsenForPA
Pennsylvania,Republican,U.S. House,Brian Thomsen,brianlthomsen
Pennsylvania,Republican,U.S. House,Dan Meuser,RepMeuser
Pennsylvania,Republican,U.S. House,Dan Meuser,Meuser4Congress
Pennsylvania,Republican,U.S. House,Dasha Pruett,DashaPruett
Pennsylvania,Republican,U.S. House,Dean Browning,DeanBrowningPA
Pennsylvania,Republican,U.S. House,Earl Granville,EarlforCongress
Pennsylvania,Republican,U.S. House,Fred Keller,RepFredKeller
Pennsylvania,Republican,U.S. House,Fred Keller,VoteFredKeller
Pennsylvania,Republican,U.S. House,Glenn Thompson (Pennsylvania),CongressmanGT
Pennsylvania,Republican,U.S. House,Glenn Thompson (Pennsylvania),GT_TeamGT
Pennsylvania,Republican,U.S. House,Guy Reschenthaler,GReschenthaler
Pennsylvania,Republican,U.S. House,Guy Reschenthaler,reschenthaler
Pennsylvania,Republican,U.S. House,Harry Haas,harryhaas
Pennsylvania,Republican,U.S. House,Jim Bognet,Bognet4congress
Pennsylvania,Republican,U.S. House,Joe Billie,billie4congress
Pennsylvania,Republican,U.S. House,John Emmons,Emmons4Congress
Pennsylvania,Republican,U.S. House,John Emmons,johnwemmons
Pennsylvania,Republican,U.S. House,John Joyce (Pennsylvania),RepJohnJoyce
Pennsylvania,Republican,U.S. House,John Joyce (Pennsylvania),JohnJoyceForPA
Pennsylvania,Republican,U.S. House,Joseph Billie,billie4congress
Pennsylvania,Republican,U.S. House,Kathy Barnette,Kathy4Truth
Pennsylvania,Republican,U.S. House,Lisa Scheller,SchellerforPA
Pennsylvania,Republican,U.S. House,Lloyd Smucker,RepSmucker
Pennsylvania,Republican,U.S. House,Lloyd Smucker,LloydSmuckerPA
Pennsylvania,Republican,U.S. House,Luke Negron,LukeEdison20
Pennsylvania,Republican,U.S. House,Matt Connolly,mattconnolly1
Pennsylvania,Republican,U.S. House,Michael Harvey,FriendsHarvey
Pennsylvania,Republican,U.S. House,Mike Kelly (Pennsylvania),MikeKellyPA
Pennsylvania,Republican,U.S. House,Mike Kelly (Pennsylvania),MikeKellyforPA
Pennsylvania,Republican,U.S. House,Robert Jordan (Pennsylvania),VoteRobJordan
Pennsylvania,Republican,U.S. House,Scott Perry,RepScottPerry
Pennsylvania,Republican,U.S. House,Scott Perry,PatriotsPerry
Pennsylvania,Republican,U.S. House,Scott Timko,ScottTimkoPA
Pennsylvania,Republican,U.S. House,Sean Parnell (Pennsylvania),SeanParnellUSA
Pennsylvania,Republican,U.S. House,Teddy Daniels,DanielsCongress
Rhode Island,Democratic,U.S. Senate,Jack Reed,senjackreed
Rhode Island,Democratic,U.S. House,David Cicilline,davidcicilline
Rhode Island,Democratic,U.S. House,Dylan Conley,The_DylanConley
Rhode Island,Democratic,U.S. House,Jim Langevin,JimLangevin
Rhode Island,Democratic,U.S. House,Jim Langevin,LangevinForRI
Rhode Island,Republican,U.S. House,Frederick Wysocki,wysocki_fred
Rhode Island,Republican,U.S. House,Robert Lancia,BobLancia
South Carolina,Democratic,U.S. Senate,Gloria Bromell Tinubu,gloria4ussenate
South Carolina,Democratic,U.S. Senate,Jaime R. Harrison,harrisonjaime
South Carolina,Democratic,U.S. Senate,Justin Wooton,JustinWootonSC
South Carolina,Democratic,U.S. Senate,William Stone (South Carolina),WillStone2020
South Carolina,Republican,U.S. Senate,Duke Buckner,DukeforUSSenate
South Carolina,Republican,U.S. Senate,Joe Reynolds (South Carolina),JoeReynolds2020
South Carolina,Republican,U.S. Senate,Lindsey Graham,LindseyGrahamSC
South Carolina,Republican,U.S. Senate,Michael LaPierre,lapierre4senate
South Carolina,Republican,U.S. Senate,Peggy Kandies,peggy_kandies
South Carolina,Other parties,U.S. Senate,David Weikle,WeikleforSenate
South Carolina,Other parties,U.S. Senate,Keenan Wallace Dunham,KDunham4Peace
South Carolina,Democratic,U.S. House,Adair Ford Boroughs,Adair4Congress
South Carolina,Democratic,U.S. House,Hosea Cleveland,ClevelandHosea
South Carolina,Democratic,U.S. House,James Clyburn,WhipClyburn
South Carolina,Democratic,U.S. House,James Clyburn,ClyburnSC06
South Carolina,Democratic,U.S. House,Joe Cunningham,RepCunningham
South Carolina,Democratic,U.S. House,Joe Cunningham,JoeCunninghamSC
South Carolina,Democratic,U.S. House,Kim Nelson,KimforSC
South Carolina,Democratic,U.S. House,Lawrence Nathaniel,NathanielSC2020
South Carolina,Democratic,U.S. House,Mark Welch (South Carolina),WelchforCongess
South Carolina,Democratic,U.S. House,Melissa Watson,melissawatsonf1
South Carolina,Democratic,U.S. House,Moe Brown,MoeBrownSC
South Carolina,Democratic,U.S. House,Ram Mammadov,ram4scsenate
South Carolina,Democratic,U.S. House,Robert Williams (South Carolina Representative),RobertQWilliam1
South Carolina,Democratic,U.S. House,Viresh Sinha,VoteSinha
South Carolina,Democratic,U.S. House,William H. Cowboy Williams,WilliamHCowboy2
South Carolina,Republican,U.S. House,Brad Mole,Brad4Sc1
South Carolina,Republican,U.S. House,Chris Cox (South Carolina),ChrisCox2020
South Carolina,Republican,U.S. House,Jeff Duncan (South Carolina),RepJeffDuncan
South Carolina,Republican,U.S. House,Jeff Duncan (South Carolina),Duncan4Congress
South Carolina,Republican,U.S. House,Joe Wilson (South Carolina),RepJoeWilson
South Carolina,Republican,U.S. House,Joe Wilson (South Carolina),TeamJoeWilson
South Carolina,Republican,U.S. House,Kathy Landing,KathyLandingSC1
South Carolina,Republican,U.S. House,Kathy Landing,KathyLanding
South Carolina,Republican,U.S. House,Larry Guy Hammond,LarryGuyHammond
South Carolina,Republican,U.S. House,Logan Cunningham,Mr_Maga1776
South Carolina,Republican,U.S. House,Mike Covert,covert4congress
South Carolina,Republican,U.S. House,Nancy Mace,NancyMace
South Carolina,Republican,U.S. House,Ralph Norman,RepRalphNorman
South Carolina,Republican,U.S. House,Ralph Norman,RalphNorman
South Carolina,Republican,U.S. House,Tom Rice (South Carolina),RepTomRice
South Carolina,Republican,U.S. House,Tom Rice (South Carolina),TomRiceSC7
South Carolina,Republican,U.S. House,William Timmons,RepTimmons
South Carolina,Republican,U.S. House,William Timmons,VoteTimmons
South Carolina,Other parties,U.S. House,Jo Jorgensen,Jo4liberty
South Carolina,Other parties,U.S. House,Sonny Narang,CongressSonny4
South Dakota,Democratic,U.S. Senate,Clara Hart,hart4ussenate
South Dakota,Democratic,U.S. Senate,Clara Hart,claraha74184453
South Dakota,Democratic,U.S. Senate,Dan Ahlers,ahlers_dan
South Dakota,Republican,U.S. Senate,Mike Rounds,senatorrounds
South Dakota,Republican,U.S. Senate,Mike Rounds,RoundsforSenate
South Dakota,Democratic,U.S. House,Whitney Raver,Raver4Congress
